category	species	trait	study	gene	human_ortholog	human_symbol
size	pig	average_daily_gain	teng	ENSSSCG00000017505	ENSG00000125686	MED1
size	pig	average_daily_gain	teng	ENSSSCG00000009655	ENSG00000221818	EBF2
size	pig	average_daily_gain	teng	ENSSSCG00000005625	ENSG00000106991	ENG
size	pig	average_daily_gain	teng	ENSSSCG00000005652	ENSG00000119392	GLE1
size	pig	average_daily_gain	teng	ENSSSCG00000030426	ENSG00000136819	C9orf78
size	pig	average_daily_gain	teng	ENSSSCG00000024341	ENSG00000136878	USP20
size	pig	average_daily_gain	teng	ENSSSCG00000023173	ENSG00000148300	REXO4
size	pig	average_daily_gain	teng	ENSSSCG00000005751	ENSG00000130635	COL5A1
size	pig	average_daily_gain	teng	ENSSSCG00000013038	ENSG00000110011	DNAJC4
size	pig	average_daily_gain	teng	ENSSSCG00000013064	ENSG00000254772	EEF1G
size	pig	average_daily_gain	teng	ENSSSCG00000014434	ENSG00000127743	IL17B
size	pig	average_daily_gain	teng	ENSSSCG00000008232	ENSG00000168894	RNF181
size	pig	average_daily_gain	teng	ENSSSCG00000005934	ENSG00000167632	TRAPPC9
size	pig	average_daily_gain	teng	ENSSSCG00000006065	ENSG00000186106	ANKRD46
size	pig	average_daily_gain	teng	ENSSSCG00000032861	ENSG00000074590	NUAK1
size	pig	average_daily_gain	teng	ENSSSCG00000002983	ENSG00000105205	CLC
size	pig	average_daily_gain	teng	ENSSSCG00000025788	ENSG00000001561	ENPP4
size	pig	average_daily_gain	teng	ENSSSCG00000002349	ENSG00000177465	ACOT4
size	pig	average_daily_gain	teng	ENSSSCG00000039469	ENSG00000119661	DNAL1
size	pig	average_daily_gain	teng	ENSSSCG00000033873	ENSG00000155275	TRMT44
size	pig	average_daily_gain	teng	ENSSSCG00000042169	ENSG00000250878	METTL21EP
size	pig	average_daily_gain	teng	ENSSSCG00000017202	ENSG00000163041	H3-3A
size	pig	average_daily_gain	teng	ENSSSCG00000023478	ENSG00000076351	SLC46A1
size	pig	average_daily_gain	teng	ENSSSCG00000040205	ENSG00000185561	TLCD2
size	pig	average_daily_gain	teng	ENSSSCG00000028523	ENSG00000136273	HUS1
size	pig	average_daily_gain	teng	ENSSSCG00000005702	ENSG00000107164	FUBP3
size	pig	average_daily_gain	teng	ENSSSCG00000039644	ENSG00000070985	TRPM5
size	pig	average_daily_gain	teng	ENSSSCG00000008590	ENSG00000205639	MFSD2B
size	pig	average_daily_gain	teng	ENSSSCG00000015540	ENSG00000153029	MR1
size	pig	average_daily_gain	teng	ENSSSCG00000011077	ENSG00000148450	MSRB2
size	pig	average_daily_gain	teng	ENSSSCG00000024621	ENSG00000114166	KAT2B
size	pig	average_daily_gain	teng	ENSSSCG00000007043	ENSG00000125772	GPCPD1
size	pig	average_daily_gain	teng	ENSSSCG00000004679	ENSG00000140263	SORD
size	pig	average_daily_gain	teng	ENSSSCG00000025117	ENSG00000111676	ATN1
size	pig	average_daily_gain	teng	ENSSSCG00000000697	ENSG00000111642	CHD4
size	pig	average_daily_gain	teng	ENSSSCG00000031776	ENSG00000130338	TULP4
size	pig	average_daily_gain	teng	ENSSSCG00000017953	ENSG00000129245	FXR2
size	pig	average_daily_gain	teng	ENSSSCG00000031733	ENSG00000131016	AKAP12
size	pig	average_daily_gain	teng	ENSSSCG00000004314	ENSG00000146281	PM20D2
size	pig	average_daily_gain	teng	ENSSSCG00000004328	ENSG00000112159	MDN1
size	pig	average_daily_gain	teng	ENSSSCG00000032781	ENSG00000154548	SRSF12
size	pig	average_daily_gain	teng	ENSSSCG00000004936	ENSG00000138614	INTS14
size	pig	average_daily_gain	teng	ENSSSCG00000005617	ENSG00000136854	STXBP1
size	pig	average_daily_gain	teng	ENSSSCG00000005645	ENSG00000167112	TRUB2
size	pig	average_daily_gain	teng	ENSSSCG00000021181	ENSG00000172893	DHCR7
size	pig	average_daily_gain	teng	ENSSSCG00000013757	ENSG00000104979	C19orf53
size	pig	average_daily_gain	teng	ENSSSCG00000013733	ENSG00000039987	BEST2
size	pig	average_daily_gain	teng	ENSSSCG00000014427	ENSG00000145868	FBXO38
size	pig	average_daily_gain	teng	ENSSSCG00000008167	ENSG00000158435	CNOT11
size	pig	average_daily_gain	teng	ENSSSCG00000003918	ENSG00000132773	TOE1
size	pig	average_daily_gain	teng	ENSSSCG00000018197	ENSG00000200913	SNORD46
size	pig	average_daily_gain	teng	ENSSSCG00000036620	ENSG00000132768	DPH2
size	pig	average_daily_gain	teng	ENSSSCG00000024059	ENSG00000108828	VAT1
size	pig	average_daily_gain	teng	ENSSSCG00000005614	ENSG00000136830	NIBAN2
size	pig	average_daily_gain	teng	ENSSSCG00000036015	ENSG00000184281	TSSC4
size	pig	average_daily_gain	teng	ENSSSCG00000040461	ENSG00000129757	CDKN1C
size	pig	average_daily_gain	teng	ENSSSCG00000021597	ENSG00000181649	PHLDA2
size	pig	average_daily_gain	teng	ENSSSCG00000012875	ENSG00000162341	TPCN2
size	pig	average_daily_gain	teng	ENSSSCG00000012878	ENSG00000132740	IGHMBP2
size	pig	average_daily_gain	teng	ENSSSCG00000012856	ENSG00000205531	NAP1L4
size	pig	average_daily_gain	teng	ENSSSCG00000033507	ENSG00000183734	ASCL2
size	pig	average_daily_gain	teng	ENSSSCG00000039243	ENSG00000110651	CD81
size	pig	average_daily_gain	teng	ENSSSCG00000038364	ENSG00000214026	MRPL23
size	pig	average_daily_gain	teng	ENSSSCG00000004195	ENSG00000118520	ARG1
size	pig	average_daily_gain	teng	ENSSSCG00000034859	ENSG00000179271	GADD45GIP1
size	pig	average_daily_gain	teng	ENSSSCG00000000736	ENSG00000197905	TEAD4
size	pig	average_daily_gain	teng	ENSSSCG00000044340	ENSG00000102189	EEA1
size	pig	average_daily_gain	teng	ENSSSCG00000009308	ENSG00000139517	LNX2
size	pig	average_daily_gain	teng	ENSSSCG00000011870	ENSG00000065485	PDIA5
size	pig	average_daily_gain	teng	ENSSSCG00000004177	ENSG00000112306	RPS12
size	pig	average_daily_gain	teng	ENSSSCG00000004926	ENSG00000090470	PDCD7
size	pig	average_daily_gain	teng	ENSSSCG00000032748	ENSG00000175854	SWI5
size	pig	average_daily_gain	teng	ENSSSCG00000031426	ENSG00000177125	ZBTB34
size	pig	average_daily_gain	teng	ENSSSCG00000031941	ENSG00000148297	MED22
size	pig	average_daily_gain	teng	ENSSSCG00000039767	ENSG00000180176	TH
size	pig	average_daily_gain	teng	ENSSSCG00000013063	ENSG00000149016	TUT1
size	pig	average_daily_gain	teng	ENSSSCG00000027229	ENSG00000175711	B3GNTL1
size	pig	average_daily_gain	teng	ENSSSCG00000005719	ENSG00000107263	RAPGEF1
size	pig	average_daily_gain	teng	ENSSSCG00000013148	ENSG00000156689	GLYATL2
size	pig	average_daily_gain	teng	ENSSSCG00000035414	ENSG00000173950	XXYLT1
size	pig	average_daily_gain	teng	ENSSSCG00000022846	ENSG00000114923	SLC4A3
size	pig	average_daily_gain	teng	ENSSSCG00000005343	ENSG00000137075	RNF38
size	pig	average_daily_gain	teng	ENSSSCG00000005621	ENSG00000136807	CDK9
size	pig	average_daily_gain	teng	ENSSSCG00000005640	ENSG00000148337	CIZ1
size	pig	average_daily_gain	teng	ENSSSCG00000005672	ENSG00000119383	PTPA
size	pig	average_daily_gain	teng	ENSSSCG00000024912	ENSG00000196363	WDR5
size	pig	average_daily_gain	teng	ENSSSCG00000013034	ENSG00000149782	PLCB3
size	pig	average_daily_gain	teng	ENSSSCG00000013492	ENSG00000011132	APBA3
size	pig	average_daily_gain	teng	ENSSSCG00000027127	ENSG00000126934	MAP2K2
size	pig	average_daily_gain	teng	ENSSSCG00000013512	ENSG00000167676	PLIN4
size	pig	average_daily_gain	teng	ENSSSCG00000022176	ENSG00000159335	PTMS
size	pig	average_daily_gain	teng	ENSSSCG00000000681	ENSG00000110811	P3H3
size	pig	average_daily_gain	teng	ENSSSCG00000016339	ENSG00000132323	ILKAP
size	pig	average_daily_gain	teng	ENSSSCG00000037606	ENSG00000277791	PSMB3
size	pig	average_daily_gain	teng	ENSSSCG00000013060	ENSG00000149021	SCGB1A1
size	pig	average_daily_gain	teng	ENSSSCG00000032176	ENSG00000108854	SMURF2
size	pig	average_daily_gain	teng	ENSSSCG00000045508	ENSG00000197816	CCDC180
size	pig	average_daily_gain	teng	ENSSSCG00000005655	ENSG00000119333	DYNC2I2
size	pig	average_daily_gain	teng	ENSSSCG00000005646	ENSG00000167113	COQ4
size	pig	average_daily_gain	teng	ENSSSCG00000005627	ENSG00000106992	AK1
size	pig	average_daily_gain	teng	ENSSSCG00000005631	ENSG00000167106	EEIG1
size	pig	average_daily_gain	teng	ENSSSCG00000038868	ENSG00000148358	GPR107
size	pig	average_daily_gain	teng	ENSSSCG00000046003	ENSG00000165699	TSC1
size	pig	average_daily_gain	teng	ENSSSCG00000005731	ENSG00000125484	GTF3C4
size	pig	average_daily_gain	teng	ENSSSCG00000013041	ENSG00000149781	FERMT3
size	pig	average_daily_gain	teng	ENSSSCG00000013088	ENSG00000204950	LRRC10B
size	pig	average_daily_gain	teng	ENSSSCG00000013233	ENSG00000149187	CELF1
size	pig	average_daily_gain	teng	ENSSSCG00000013244	ENSG00000165912	PACSIN3
size	pig	average_daily_gain	teng	ENSSSCG00000013726	ENSG00000105576	TNPO2
size	pig	average_daily_gain	teng	ENSSSCG00000013732	ENSG00000105613	MAST1
size	pig	average_daily_gain	teng	ENSSSCG00000013509	ENSG00000167670	CHAF1A
size	pig	average_daily_gain	teng	ENSSSCG00000012837	ENSG00000177830	CHID1
size	pig	average_daily_gain	teng	ENSSSCG00000005669	ENSG00000148343	MIGA2
size	pig	average_daily_gain	teng	ENSSSCG00000005710	ENSG00000050555	LAMC3
size	pig	average_daily_gain	teng	ENSSSCG00000032436	ENSG00000142089	IFITM3
size	pig	average_daily_gain	teng	ENSSSCG00000005375	ENSG00000106789	CORO2A
size	pig	average_daily_gain	teng	ENSSSCG00000024009	ENSG00000162545	CAMK2N1
size	pig	average_daily_gain	teng	ENSSSCG00000022866	ENSG00000162231	NXF1
size	pig	average_daily_gain	teng	ENSSSCG00000003488	ENSG00000127481	UBR4
size	pig	average_daily_gain	teng	ENSSSCG00000027489	ENSG00000162542	TMCO4
size	pig	average_daily_gain	teng	ENSSSCG00000031106	ENSG00000117215	PLA2G2D
size	pig	average_daily_gain	teng	ENSSSCG00000038008	ENSG00000239306	RBM14
size	pig	average_daily_gain	teng	ENSSSCG00000034387	ENSG00000213465	ARL2
size	pig	average_daily_gain	teng	ENSSSCG00000038370	ENSG00000204922	UQCC3
size	pig	average_daily_gain	teng	ENSSSCG00000007603	ENSG00000106236	NPTX2
size	pig	average_daily_gain	teng	ENSSSCG00000007757	ENSG00000177238	TRIM72
size	pig	average_daily_gain	teng	ENSSSCG00000030798	ENSG00000089280	FUS
size	pig	average_daily_gain	teng	ENSSSCG00000040119	ENSG00000179886	TIGD5
size	pig	average_daily_gain	teng	ENSSSCG00000005904	ENSG00000160948	VPS28
size	pig	average_daily_gain	teng	ENSSSCG00000005915	ENSG00000179632	MAF1
size	pig	average_daily_gain	teng	ENSSSCG00000036022	ENSG00000171045	TSNARE1
size	pig	average_daily_gain	teng	ENSSSCG00000005928	ENSG00000226807	MROH5
size	pig	average_daily_gain	teng	ENSSSCG00000000006	ENSG00000186951	PPARA
size	pig	average_daily_gain	teng	ENSSSCG00000026812	ENSG00000126749	EMG1
size	pig	average_daily_gain	teng	ENSSSCG00000036868	ENSG00000178585	CTNNBIP1
size	pig	average_daily_gain	teng	ENSSSCG00000003667	ENSG00000043514	TRIT1
size	pig	average_daily_gain	teng	ENSSSCG00000022947	ENSG00000141385	AFG3L2
size	pig	average_daily_gain	teng	ENSSSCG00000003809	ENSG00000162434	JAK1
size	pig	average_daily_gain	teng	ENSSSCG00000029633	ENSG00000162402	USP24
size	pig	average_daily_gain	teng	ENSSSCG00000001653	ENSG00000124587	PEX6
size	pig	average_daily_gain	teng	ENSSSCG00000014850	ENSG00000118363	SPCS2
size	pig	average_daily_gain	teng	ENSSSCG00000033620	ENSG00000183048	SLC25A10
size	pig	average_daily_gain	teng	ENSSSCG00000031531	ENSG00000182612	TSPAN10
size	pig	average_daily_gain	teng	ENSSSCG00000017140	ENSG00000176108	CHMP6
size	pig	average_daily_gain	teng	ENSSSCG00000033148	ENSG00000262814	MRPL12
size	pig	average_daily_gain	teng	ENSSSCG00000040578	ENSG00000177303	CASKIN2
size	pig	average_daily_gain	teng	ENSSSCG00000022187	ENSG00000277972	CISD3
size	pig	average_daily_gain	teng	ENSSSCG00000017584	ENSG00000108819	PPP1R9B
size	pig	average_daily_gain	teng	ENSSSCG00000038534	ENSG00000167721	TSR1
size	pig	average_daily_gain	teng	ENSSSCG00000011329	ENSG00000160799	CCDC12
size	pig	average_daily_gain	teng	ENSSSCG00000040827	ENSG00000159079	CFAP298
size	pig	average_daily_gain	teng	ENSSSCG00000010175	ENSG00000116906	GNPAT
size	pig	average_daily_gain	teng	ENSSSCG00000031510	ENSG00000185900	POMK
size	pig	average_daily_gain	teng	ENSSSCG00000021862	ENSG00000125384	PTGER2
size	pig	average_daily_gain	teng	ENSSSCG00000005678	ENSG00000148335	NTMT1
size	pig	average_daily_gain	teng	ENSSSCG00000037427	ENSG00000174915	PTDSS2
size	pig	average_daily_gain	teng	ENSSSCG00000012999	ENSG00000014216	CAPN1
size	pig	average_daily_gain	teng	ENSSSCG00000021620	ENSG00000168439	STIP1
size	pig	average_daily_gain	teng	ENSSSCG00000027847	ENSG00000214756	CSKMT
size	pig	average_daily_gain	teng	ENSSSCG00000013107	ENSG00000110107	PRPF19
size	pig	average_daily_gain	teng	ENSSSCG00000013102	ENSG00000166927	MS4A7
size	pig	average_daily_gain	teng	ENSSSCG00000034506	ENSG00000149534	MS4A2
size	pig	average_daily_gain	teng	ENSSSCG00000014165	ENSG00000198677	SKIC3
size	pig	average_daily_gain	teng	ENSSSCG00000014171	ENSG00000164307	ERAP1
size	pig	average_daily_gain	teng	ENSSSCG00000010798	ENSG00000103365	GGA2
size	pig	average_daily_gain	teng	ENSSSCG00000032171	ENSG00000100207	TCF20
size	pig	average_daily_gain	teng	ENSSSCG00000000029	ENSG00000159307	SCUBE1
size	pig	average_daily_gain	teng	ENSSSCG00000000063	ENSG00000100413	POLR3H
size	pig	average_daily_gain	teng	ENSSSCG00000029571	ENSG00000135407	AVIL
size	pig	average_daily_gain	teng	ENSSSCG00000028414	ENSG00000173436	MICOS10
size	pig	average_daily_gain	teng	ENSSSCG00000001000	ENSG00000198721	ECI2
size	pig	average_daily_gain	teng	ENSSSCG00000001723	ENSG00000146070	PLA2G7
size	pig	average_daily_gain	teng	ENSSSCG00000008789	ENSG00000157796	WDR19
size	pig	average_daily_gain	teng	ENSSSCG00000009178	ENSG00000164032	H2AZ1
size	pig	average_daily_gain	teng	ENSSSCG00000009180	ENSG00000145331	TRMT10A
size	pig	average_daily_gain	teng	ENSSSCG00000009230	ENSG00000163625	WDFY3
size	pig	average_daily_gain	teng	ENSSSCG00000014804	ENSG00000149357	LAMTOR1
size	pig	average_daily_gain	teng	ENSSSCG00000039658	ENSG00000185267	CDNF
size	pig	average_daily_gain	teng	ENSSSCG00000009430	ENSG00000023516	AKAP11
size	pig	average_daily_gain	teng	ENSSSCG00000009545	ENSG00000134871	COL4A2
size	pig	average_daily_gain	teng	ENSSSCG00000017259	ENSG00000108946	PRKAR1A
size	pig	average_daily_gain	teng	ENSSSCG00000017288	ENSG00000108592	FTSJ3
size	pig	average_daily_gain	teng	ENSSSCG00000033421	ENSG00000087995	METTL2A
size	pig	average_daily_gain	teng	ENSSSCG00000017366	ENSG00000108840	HDAC5
size	pig	average_daily_gain	teng	ENSSSCG00000017962	ENSG00000132510	KDM6B
size	pig	average_daily_gain	teng	ENSSSCG00000017924	ENSG00000141456	PELP1
size	pig	average_daily_gain	teng	ENSSSCG00000017935	ENSG00000175826	CTDNEP1
size	pig	average_daily_gain	teng	ENSSSCG00000038726	ENSG00000108961	RANGRF
size	pig	average_daily_gain	teng	ENSSSCG00000017990	ENSG00000276231	PIK3R6
size	pig	average_daily_gain	teng	ENSSSCG00000011278	ENSG00000182606	TRAK1
size	pig	average_daily_gain	teng	ENSSSCG00000009717	ENSG00000145439	CBR4
size	pig	average_daily_gain	teng	ENSSSCG00000038610	ENSG00000163083	INHBB
size	pig	average_daily_gain	teng	ENSSSCG00000036716	ENSG00000197756	RPL37A
size	pig	average_daily_gain	teng	ENSSSCG00000037274	ENSG00000187514	PTMA
size	pig	average_daily_gain	teng	ENSSSCG00000035676	ENSG00000145907	G3BP1
size	pig	average_daily_gain	teng	ENSSSCG00000025589	ENSG00000232388	SMIM26
size	pig	average_daily_gain	teng	ENSSSCG00000016411	ENSG00000146909	NOM1
size	pig	average_daily_gain	teng	ENSSSCG00000016578	ENSG00000128591	FLNC
size	pig	average_daily_gain	teng	ENSSSCG00000016572	ENSG00000064419	TNPO3
size	pig	average_daily_gain	teng	ENSSSCG00000030497	ENSG00000241127	YAE1
size	pig	average_daily_gain	teng	ENSSSCG00000035827	ENSG00000137770	CTDSPL2
size	pig	average_daily_gain	teng	ENSSSCG00000004952	ENSG00000166949	SMAD3
size	pig	average_daily_gain	teng	ENSSSCG00000005313	ENSG00000159884	CCDC107
size	pig	average_daily_gain	teng	ENSSSCG00000005601	ENSG00000044574	HSPA5
size	pig	average_daily_gain	teng	ENSSSCG00000005611	ENSG00000196152	ZNF79
size	pig	average_daily_gain	teng	ENSSSCG00000032481	ENSG00000136908	DPM2
size	pig	average_daily_gain	teng	ENSSSCG00000036926	ENSG00000196814	MVB12B
size	pig	average_daily_gain	teng	ENSSSCG00000005616	ENSG00000167094	TTC16
size	pig	average_daily_gain	teng	ENSSSCG00000022655	ENSG00000148334	PTGES2
size	pig	average_daily_gain	teng	ENSSSCG00000005608	ENSG00000136859	ANGPTL2
size	pig	average_daily_gain	teng	ENSSSCG00000005615	ENSG00000187024	PTRH1
size	pig	average_daily_gain	teng	ENSSSCG00000005664	ENSG00000136802	LRRC8A
size	pig	average_daily_gain	teng	ENSSSCG00000005649	ENSG00000167118	URM1
size	pig	average_daily_gain	teng	ENSSSCG00000005628	ENSG00000136840	ST6GALNAC4
size	pig	average_daily_gain	teng	ENSSSCG00000005673	ENSG00000188483	IER5L
size	pig	average_daily_gain	teng	ENSSSCG00000005659	ENSG00000160445	ZER1
size	pig	average_daily_gain	teng	ENSSSCG00000005713	ENSG00000160539	PLPP7
size	pig	average_daily_gain	teng	ENSSSCG00000028172	ENSG00000126882	FAM78A
size	pig	average_daily_gain	teng	ENSSSCG00000035727	ENSG00000148290	SURF1
size	pig	average_daily_gain	teng	ENSSSCG00000029715	ENSG00000130558	OLFM1
size	pig	average_daily_gain	teng	ENSSSCG00000031903	ENSG00000130595	TNNT3
size	pig	average_daily_gain	teng	ENSSSCG00000040793	ENSG00000117984	CTSD
size	pig	average_daily_gain	teng	ENSSSCG00000033452	ENSG00000117983	MUC5B
size	pig	average_daily_gain	teng	ENSSSCG00000012909	ENSG00000213402	PTPRCAP
size	pig	average_daily_gain	teng	ENSSSCG00000012917	ENSG00000172932	ANKRD13D
size	pig	average_daily_gain	teng	ENSSSCG00000012926	ENSG00000173599	PC
size	pig	average_daily_gain	teng	ENSSSCG00000012988	ENSG00000173442	EHBP1L1
size	pig	average_daily_gain	teng	ENSSSCG00000013033	ENSG00000002330	BAD
size	pig	average_daily_gain	teng	ENSSSCG00000033054	ENSG00000149489	ROM1
size	pig	average_daily_gain	teng	ENSSSCG00000013049	ENSG00000167771	RCOR2
size	pig	average_daily_gain	teng	ENSSSCG00000013062	ENSG00000149480	MTA2
size	pig	average_daily_gain	teng	ENSSSCG00000013094	ENSG00000167986	DDB1
size	pig	average_daily_gain	teng	ENSSSCG00000031819	ENSG00000175274	TP53I11
size	pig	average_daily_gain	teng	ENSSSCG00000038776	ENSG00000198356	GET3
size	pig	average_daily_gain	teng	ENSSSCG00000013667	ENSG00000080573	COL5A3
size	pig	average_daily_gain	teng	ENSSSCG00000013632	ENSG00000214212	C19orf38
size	pig	average_daily_gain	teng	ENSSSCG00000013589	ENSG00000104976	SNAPC2
size	pig	average_daily_gain	teng	ENSSSCG00000013592	ENSG00000066044	ELAVL1
size	pig	average_daily_gain	teng	ENSSSCG00000013566	ENSG00000171105	INSR
size	pig	average_daily_gain	teng	ENSSSCG00000041220	ENSG00000267855	NDUFA7
size	pig	average_daily_gain	teng	ENSSSCG00000013524	ENSG00000174917	MICOS13
size	pig	average_daily_gain	teng	ENSSSCG00000027307	ENSG00000174886	NDUFA11
size	pig	average_daily_gain	teng	ENSSSCG00000013511	ENSG00000167674	HDGFL2
size	pig	average_daily_gain	teng	ENSSSCG00000013436	ENSG00000127540	UQCR11
size	pig	average_daily_gain	teng	ENSSSCG00000013448	ENSG00000099875	MKNK2
size	pig	average_daily_gain	teng	ENSSSCG00000035812	ENSG00000104899	AMH
size	pig	average_daily_gain	teng	ENSSSCG00000035757	ENSG00000145687	SSBP2
size	pig	average_daily_gain	teng	ENSSSCG00000014247	ENSG00000164904	ALDH7A1
size	pig	average_daily_gain	teng	ENSSSCG00000014337	ENSG00000120705	ETF1
size	pig	average_daily_gain	teng	ENSSSCG00000014356	ENSG00000170464	DNAJC18
size	pig	average_daily_gain	teng	ENSSSCG00000014432	ENSG00000164284	GRPEL2
size	pig	average_daily_gain	teng	ENSSSCG00000021427	ENSG00000132912	DCTN4
size	pig	average_daily_gain	teng	ENSSSCG00000007577	ENSG00000242802	AP5Z1
size	pig	average_daily_gain	teng	ENSSSCG00000007803	ENSG00000178952	TUFM
size	pig	average_daily_gain	teng	ENSSSCG00000007795	ENSG00000179958	DCTPP1
size	pig	average_daily_gain	teng	ENSSSCG00000007804	ENSG00000178188	SH2B1
size	pig	average_daily_gain	teng	ENSSSCG00000039221	ENSG00000114978	MOB1A
size	pig	average_daily_gain	teng	ENSSSCG00000008297	ENSG00000144034	TPRKB
size	pig	average_daily_gain	teng	ENSSSCG00000008261	ENSG00000159399	HK2
size	pig	average_daily_gain	teng	ENSSSCG00000008275	ENSG00000115282	TTC31
size	pig	average_daily_gain	teng	ENSSSCG00000008316	ENSG00000124357	NAGK
size	pig	average_daily_gain	teng	ENSSSCG00000031261	ENSG00000119729	RHOQ
size	pig	average_daily_gain	teng	ENSSSCG00000008581	ENSG00000084676	NCOA1
size	pig	average_daily_gain	teng	ENSSSCG00000029161	ENSG00000182551	ADI1
size	pig	average_daily_gain	teng	ENSSSCG00000024665	ENSG00000171853	TRAPPC12
size	pig	average_daily_gain	teng	ENSSSCG00000005880	ENSG00000182307	C8orf33
size	pig	average_daily_gain	teng	ENSSSCG00000049630	ENSG00000155792	DEPTOR
size	pig	average_daily_gain	teng	ENSSSCG00000037821	ENSG00000143248	RGS5
size	pig	average_daily_gain	teng	ENSSSCG00000033585	ENSG00000158716	DUSP23
size	pig	average_daily_gain	teng	ENSSSCG00000006522	ENSG00000177628	GBA1
size	pig	average_daily_gain	teng	ENSSSCG00000006544	ENSG00000160714	UBE2Q1
size	pig	average_daily_gain	teng	ENSSSCG00000028606	ENSG00000160685	ZBTB7B
size	pig	average_daily_gain	teng	ENSSSCG00000006841	ENSG00000121940	CLCC1
size	pig	average_daily_gain	teng	ENSSSCG00000000064	ENSG00000100412	ACO2
size	pig	average_daily_gain	teng	ENSSSCG00000035082	ENSG00000100410	PHF5A
